delta,group,gt_area,iou1,iou2,iou3,key,scene,top1_area_over_gt,union3_area_over_gt,union3_intrusion_other_gt_fraction,variant,view
0.16015302174733717,unseen,17387,0.18559843561281417,0.2718990078369301,0.34575145736015134,8013,scene0559_01,0.18559843561281417,1.004888709955714,0.46451465201465203,g0_step6000,2
0.0,unseen,2954,0.20874849833933998,0.19327401203873332,0.10696697566628041,20009,scene0559_01,4.790453622207177,9.348679756262694,0.5495365005793743,g0_step6000,2
0.0,unseen,27443,0.41293670974258945,0.4011087803416242,0.4045443150482007,6002,scene0559_01,0.47811828152898733,1.2457457275079256,0.17512504753268787,g0_step6000,3
0.0,unseen,4609,0.22851365015166836,0.13328767709626332,0.13234169145771355,6003,scene0559_01,1.3725320026036016,4.780863527880235,0.4084864987519855,g0_step6000,3
0.0,unseen,986,0.12181650813132863,0.118773373223635,0.04008886196102191,7015,scene0559_01,6.415821501014198,19.892494929006084,0.7811767105128989,g0_step6000,3
0.09162187205483269,unseen,5792,0.2720269619643717,0.3636488340192044,0.1985863520607037,8013,scene0559_01,0.368439226519337,2.981698895027624,0.7078170237405906,g0_step6000,3
0.0,unseen,3799,0.23948987439118175,0.23695390273286412,0.12934376297937145,20009,scene0559_01,4.091076599105028,7.588839168202158,0.6351716961498439,g0_step6000,3
0.24321691323546268,unseen,34911,0.23232829980434455,0.3905230769230769,0.47554521303980724,6006,scene0568_02,0.40723554180630744,1.0523903640686316,0.0,g0_step6000,2
0.26262818132950766,unseen,34354,0.22014764453689845,0.38450191759268365,0.4827758258664061,6006,scene0568_02,0.4000407521685975,1.0761192292018398,0.0,g0_step6000,3
0.0,unseen,8561,0.3691860465116279,0.22371505345606313,0.22539030168108,5021,scene0615_00,1.3107113654946851,4.015068333138652,0.11162831292002444,g0_step6000,2
0.0,unseen,1682,0.08050603795284646,0.0220370978332239,0.020105043203252952,8001,scene0615_00,0.11712247324613555,20.478002378121285,0.32165253745209615,g0_step6000,2
0.1334406152898977,unseen,17859,0.22227769456925722,0.3555858310626703,0.3557183098591549,13012,scene0615_00,0.23377568732851783,1.0211657987569294,0.3020781926852004,g0_step6000,2
0.0,unseen,8470,0.3633275563258232,0.22183484123782632,0.22285171977453122,5021,scene0615_00,1.3218417945690673,4.020188902007084,0.11177351619629379,g0_step6000,3
0.0,unseen,1815,0.11495246326707001,0.02701496775240336,0.026406107725712686,8001,scene0615_00,0.4214876033057851,15.147658402203858,0.10024369839595533,g0_step6000,3
0.11093750782923259,unseen,17432,0.2275412049277156,0.27099853722380474,0.3384787127569482,13012,scene0615_00,0.2518357044515833,0.9946649839375861,0.30826460580194937,g0_step6000,3
0.0,unseen,4571,0.6199829205807003,0.30438661710037174,0.18908184001477923,20017,scene0695_00,0.6600306278713629,4.632465543644717,0.0,g0_step6000,2
